Date,bs_granger
2015-08-03,0.32065217391304346
2015-08-10,0.3007246376811594
2015-09-28,0.2323076923076923
2015-10-05,0.30615384615384617
2015-10-12,0.3446153846153846
2015-10-19,0.3446153846153846
2015-10-26,0.3292307692307692
2015-11-02,0.3384615384615385
2015-11-09,0.33384615384615385
2015-11-16,0.3261538461538461
2015-11-23,0.3707692307692308
2015-11-30,0.39076923076923076
2015-12-07,0.38461538461538464
2015-12-14,0.36324786324786323
2016-02-01,0.37037037037037035
2016-02-08,0.3475783475783476
2016-02-15,0.44871794871794873
2016-02-22,0.2564102564102564
2016-02-29,0.19658119658119658
2016-03-07,0.1866096866096866
2016-03-14,0.19658119658119658
2016-03-21,0.2022792022792023
2016-03-28,0.20512820512820512
2016-04-04,0.19943019943019943
2016-04-11,0.1752136752136752
2016-05-30,0.10449735449735449
2016-06-06,0.08333333333333333
2016-06-13,0.08068783068783068
2016-06-20,0.08465608465608465
2016-06-27,0.19047619047619047
2016-07-04,0.19973544973544974
2016-07-11,0.21296296296296297
2016-07-18,0.12169312169312169
2016-07-25,0.12169312169312169
2016-08-01,0.10846560846560846
2016-08-08,0.11904761904761904
2016-09-26,0.11375661375661375
2016-10-03,0.10846560846560846
2016-10-10,0.10317460317460317
2016-10-17,0.10449735449735449
2016-10-24,0.10978835978835978
2016-10-31,0.12433862433862433
2016-11-07,0.15873015873015872
2016-11-14,0.20105820105820105
2016-11-21,0.2526455026455027
2016-11-28,0.2962962962962963
2016-12-05,0.2751322751322751
2017-01-23,0.2804232804232804
2017-01-30,0.3544973544973545
2017-02-06,0.34523809523809523
2017-02-13,0.33994708994708994
2017-02-20,0.3002645502645503
2017-02-27,0.2976190476190476
2017-03-06,0.30158730158730157
2017-03-13,0.30158730158730157
2017-03-20,0.32407407407407407
2017-03-27,0.3439153439153439
2017-04-03,0.3134920634920635
2017-05-22,0.2552910052910053
2017-05-29,0.09523809523809523
2017-06-05,0.17989417989417988
2017-06-12,0.15079365079365079
2017-06-19,0.15343915343915343
2017-06-26,0.12301587301587301
2017-07-03,0.08465608465608465
2017-07-10,0.10582010582010581
2017-07-17,0.06878306878306878
2017-07-24,0.05291005291005291
2017-07-31,0.05026455026455026
2017-09-18,0.05555555555555555
2017-09-25,0.05423280423280423
2017-10-02,0.06481481481481481
2017-10-09,0.07407407407407407
2017-10-16,0.06349206349206349
2017-10-23,0.06481481481481481
2017-10-30,0.05555555555555555
2017-11-06,0.0701058201058201
2017-11-13,0.08862433862433862
2017-11-20,0.07407407407407407
2017-11-27,0.06746031746031746
2018-01-15,0.08333333333333333
2018-01-22,0.07539682539682539
2018-01-29,0.08597883597883597
2018-02-05,0.09391534391534391
2018-02-12,0.09259259259259259
2018-02-19,0.07804232804232804
2018-02-26,0.07142857142857142
2018-03-05,0.07671957671957672
2018-03-12,0.08333333333333333
2018-03-19,0.07936507936507936
2018-03-26,0.08465608465608465
2018-04-02,0.10317460317460317
2018-05-21,0.1402116402116402
2018-05-28,0.14682539682539683
2018-06-04,0.1335978835978836
2018-06-11,0.09788359788359788
2018-06-18,0.12433862433862433
2018-06-25,0.12037037037037036
2018-07-02,0.10582010582010581
2018-07-09,0.1164021164021164
2018-07-16,0.11507936507936507
2018-07-23,0.1283068783068783
2018-07-30,0.12037037037037036
2018-09-17,0.10978835978835978
2018-09-24,0.10846560846560846
2018-10-01,0.11772486772486772
2018-10-08,0.1111111111111111
2018-10-15,0.10978835978835978
2018-10-22,0.12566137566137567
2018-10-29,0.13095238095238096
2018-11-05,0.16005291005291006
2018-11-12,0.12698412698412698
2018-11-19,0.11507936507936507
2018-11-26,0.11243386243386243
2019-01-14,0.1164021164021164
2019-01-21,0.10846560846560846
2019-01-28,0.08994708994708994
2019-02-04,0.09788359788359788
2019-02-11,0.09259259259259259
2019-02-18,0.07804232804232804
2019-02-25,0.08333333333333333
2019-03-04,0.08994708994708994
2019-03-11,0.08333333333333333
2019-03-18,0.08994708994708994
2019-03-25,0.10846560846560846
2019-05-13,0.062169312169312166
2019-05-20,0.06746031746031746
2019-05-27,0.05291005291005291
2019-06-03,0.05423280423280423
2019-06-10,0.051587301587301584
2019-06-17,0.05952380952380952
2019-06-24,0.06746031746031746
2019-07-01,0.06349206349206349
2019-07-08,0.0582010582010582
2019-07-15,0.06349206349206349
2019-07-22,0.06084656084656084
2019-09-09,0.06349206349206349
2019-09-16,0.1164021164021164
2019-09-23,0.08465608465608465
2019-09-30,0.04365079365079365
2019-10-07,0.05291005291005291
2019-10-14,0.04497354497354497
2019-10-21,0.051587301587301584
2019-10-28,0.056878306878306875
2019-11-04,0.082010582010582
2019-11-11,0.08068783068783068
2019-11-18,0.05291005291005291
2020-01-06,0.06746031746031746
2020-01-13,0.07539682539682539
2020-01-20,0.07936507936507936
2020-01-27,0.082010582010582
2020-02-03,0.10185185185185185
2020-02-10,0.09523809523809523
2020-02-17,0.06613756613756613
2020-02-24,0.10185185185185185
2020-03-02,0.12698412698412698
2020-03-09,0.17195767195767195
2020-03-16,0.13756613756613756
2020-05-04,0.14285714285714285
2020-05-11,0.1455026455026455
2020-05-18,0.18915343915343916
2020-05-25,0.15873015873015872
2020-06-01,0.15211640211640212
2020-06-08,0.14682539682539683
2020-06-15,0.14814814814814814
2020-06-22,0.18915343915343916
2020-06-29,0.23412698412698413
2020-07-06,0.2777777777777778
2020-07-13,0.27380952380952384
2020-07-20,0.2566137566137566
2020-09-07,0.23148148148148148
2020-09-14,0.2605820105820106
2020-09-21,0.24867724867724866
2020-09-28,0.16005291005291006
