Date,ALLY,AXP,BAC,BCS,BK,BMO,C,CFG,COF,DB,DFS,FITB,GS,HBAN,HSBC,JPM,KEY,MS,MTB,MUFG,NTRS,Open,PNC,RF,SAN,SCHW,STT,TD,TFC,UBS,CL=F,ZN=F,XLY,^IRX,IYR
2000-01-10,,0.013940107541158264,-0.03465982028241332,0.0006039263128319039,-0.044554436630210414,-0.013671875,-0.00347222222222221,,-0.012362637362637319,-0.022727326416771332,,-0.026267281844805423,0.02195306585919754,-0.04237284760336746,0.0009478672985780978,-0.01718210436634182,-0.03206997084548102,0.032098765432098775,0.0006141943664139671,,-0.02506265664160401,-0.009355288380461957,-0.03483309143686497,-0.04347833654406896,-0.0267379679144385,0.0032153848622125114,-0.006044905008635526,-0.010230179028132946,-0.025700934579439227,,,,,0.0019157527363558025,
2000-01-24,,0.002060197555551646,-0.024623803009575895,0.005795228658749707,-0.003436431896586045,-0.012448132780082943,-0.022148394241417457,,-0.0060422960725075026,-0.01510575214975507,,-0.04002072784426136,-0.045951859956236296,-0.01676829237089772,0.007399577167019,0.0008569241795870486,-0.04385964912280704,-0.03396226415094339,-0.016542759159487885,,-0.02951191827468791,0.007743088367862527,-0.009971509971509973,-0.014905185162041201,0.0,-0.012987111426657538,-0.022745735174654724,-0.041450777202072575,-0.028037383177570097,,,,,0.005660326771994351,
2000-01-31,,0.04107427362073124,0.058743169398907114,-0.020000051322935586,0.07615897575228914,-0.0018761726078799779,0.015590200445434244,,0.023400936037441422,-0.01628665750670666,,0.054617708226790684,0.053160919540229834,0.09523823733053205,0.018750000000000044,0.05215976407300582,0.024390243902439046,0.04639684106614017,0.011070035211578233,,0.11805555555555558,0.0276691025240412,0.04632152588555849,0.06593402839810847,0.0,0.0,0.01825396825396819,-0.0073710073710073765,0.018099547511312153,,,,,0.010968998522502105,
2000-02-07,,0.006194357283498375,-0.012261580381471404,0.013736207757276908,0.008237246354993566,0.0019646365422396617,-0.006849315068493178,,-0.01620745542949753,-0.012232347707427538,,-0.0060240963855421326,0.012546125461254665,-0.017647004810584566,-0.006521739130434745,0.00535170528866824,-0.006211180124223614,-0.008563273073263544,-0.007402912781292126,,0.018259935553168738,0.026298369127889965,-0.009817671809256634,-0.00797880628640757,0.04268292682926833,0.0675452511056085,-0.009280742459396807,-0.010075566750629705,-0.045454545454545414,,,,,-0.00364298392719975,
2000-02-14,,0.003257376710851023,-0.020746887966805017,0.013040459476799882,-0.02122249501571294,0.00203252032520318,0.0,,0.016728624535315983,-0.008928616471841955,,-0.03383648099682579,0.01615271659324513,-0.012426838232804105,0.0,-0.043116491161732884,-0.026755852842809347,-0.011235955056179803,0.0,,-0.012870733072188001,0.0009082688932243732,-0.011869436201780381,-0.015872982648145184,0.02499999999999991,-0.020833382239708542,0.0023866348448686736,0.01305483028720622,-0.014778325123152691,,,,,-0.0036496315432303916,
2000-02-28,,0.0631262059831541,0.04107648725212454,-0.03403141542784316,0.053030395561061594,0.020576131687242816,0.02083333333333326,,0.06502636203866441,-0.012912546845987305,,0.052369075313993374,-0.014005602240896309,0.024096413561284002,0.018398268398268414,0.027182867240160835,0.0,-0.009838998211091243,-0.005077000974868517,,0.03703703703703698,0.003995324748698237,0.038205980066445155,0.04615374627635305,-0.028735632183908066,-0.014851485148514865,0.027003484320557547,0.02487562189054726,0.02754820936639124,,,,,0.007117431079635805,
2000-03-06,,-0.03183522983464848,-0.011111111111111072,-0.0025839859606937576,0.021442531228196726,-0.014227642276422814,-0.023391812865497075,,-0.023064250411861664,-0.017699203543388053,,-0.04955527126771686,0.011585365853658436,-0.011058470248130892,-0.019736842105263164,0.028505417093601215,-0.0035842293906810374,0.02131018153117603,0.013513513513513598,,-0.00877192982456143,0.0013722685913102328,-0.020866773675762396,0.0032362593711634524,-0.02352941176470591,-0.006510376930236816,-0.023396880415944565,-0.03960396039603964,-0.03208556149732622,,,,,0.0035523944085211756,
2000-03-13,,-0.000986616892738823,0.007288629737609353,-0.06310679767704641,0.04536485522973521,0.0020661157024792765,0.01913265306122458,,0.025466893039049143,-0.04452051831240145,,0.00272487890778339,-0.016703786191536785,0.0,-0.037735849056603765,0.017474210524899725,0.011673151750972721,-0.04761904761904767,0.020401358205737852,,0.043010752688172005,0.01766850686896171,-0.008347245409014992,0.01639344869825332,-0.011560693641618491,-0.04009426909012237,-0.004621072088724532,0.036553524804177506,0.013850415512465464,,,,,0.005281727238559464,
2000-03-20,,-0.011314192507861254,-0.007499999999999951,0.018617070460548613,-0.042003208325833485,-0.009652509652509633,-0.014254385964912242,,-0.09276944065484316,-0.015544009968352368,,-0.05601659573704265,-0.026287553648068673,-0.04970764739907829,0.02433628318584069,-0.04876377716140379,-0.03322259136212624,-0.013361462728551321,-0.025858440013335593,,-0.05133267522211249,0.00683947314152944,-0.03719599427753939,-0.03591159559711965,0.016666666666666607,-0.022624400648035947,-0.01736613603473225,0.02267002518891692,-0.02336448598130836,,,,,0.005263194879337574,
2000-03-27,,-0.03293172454582727,-0.009153318077803174,0.01742782951106947,-0.03379421961882201,-0.0267379679144385,-0.008255933952528327,,-0.012482662968099856,-0.026361948178131644,,-0.01970449303824906,-0.0767645543534261,-0.023668568531903578,0.0020408163265306367,-0.015594541910331383,-0.022875816993464082,-0.0606653620352251,-0.00835654596100277,,-0.06610800744878953,0.011748095628120181,-0.03724137931034488,-0.032967065953177443,-0.02777777777777779,-0.07692304983646836,-0.016688918558077415,-0.021077283372365363,-0.03083700440528636,,,,,-0.006993000580457598,
