,Date,ALLY,AXP,BAC,BCS,BK,BMO,C,CFG,COF,DB,DFS,FITB,GS,HBAN,HSBC,JPM,KEY,MS,MTB,MUFG,NTRS,Open,PNC,RF,SAN,SCHW,STT,TD,TFC,UBS,cor,cor_lw,eig,banks_index,spread,index,spread_ch
492,2001-12-24,,0.013609224365080053,0.0032470496213670152,0.0037984805110999886,-0.005853085917284395,0.003999484371786766,-0.0035892985379135656,,0.0005956732046727975,-0.010997046180430847,,-0.006888189125750732,0.0017329420260527861,0.0041157817820258735,-0.006609925270517736,0.008112162789359223,0.0,-0.00018079605864596004,0.0032969355406833323,-0.027113235216751908,0.0003344184410478679,0.00408475890306037,-0.003407837789767054,0.0,0.011378268224020882,-0.011575825524982486,-0.0036561978660485384,-0.005877496856723674,-0.0013787017604189877,-0.014418299515029709,0.5169587993341483,0.5142879788337896,0.5356463255931172,0.0335622006823697,1.7,0.019410776956058085,0.04938271604938271
496,2001-12-31,,-0.009986612920305116,-0.009129758644876751,0.0007437236470850817,-0.0034195542953202596,-0.01388293408494734,-0.013869358233538742,,-0.014251339847476396,0.0007131217716673799,,-0.010327910438817756,-0.005575478333047501,0.000581582495204902,-0.0031714484830435152,-0.005472306899508728,-0.0008213544779804849,-0.016353314297263277,-0.020832680207121923,0.010937466588035294,-0.006270685439358159,-0.0053313776146122205,0.0,-0.0003338404670836237,0.003627451522890679,-0.017153644325339723,-0.0019099576067295176,-0.006177547359754509,-0.0016589224547665093,-0.003785580858396531,0.48479316459640354,0.4852786325297174,0.5033234678124914,0.014285065451647316,1.65,0.0140886938277347,-0.02941176470588236
500,2002-01-07,,-0.0031811240258016182,-0.011899443895335593,-0.01808864507311525,0.031448207956487284,-0.0021786986015543963,-0.011730577206308879,,-0.028119791551826978,-0.021149532699253237,,0.0008068168611810034,-0.01033561847312936,-0.0033767115349592203,-0.015741263033098085,-0.0025643452615210505,-0.0016131431545602926,-0.007545363817622719,0.00201027867007908,0.008746328840860018,0.00927607588984003,-0.01082809921124217,0.023239908758475147,0.004612159162652896,-0.027218872802110217,-0.04145996271034824,0.018094058602749596,0.01183237979223506,0.005244135754583379,-0.0043633147782025095,0.4714660011603488,0.46607284650319963,0.5055473880754622,0.01600178057106083,1.63,0.00989646176731207,-0.012121212121212088
505,2002-01-14,,-0.03126649564336548,-0.0029556195940403374,-0.02327661360067823,-0.019821690240673817,-0.010619662761650717,-0.0038730369072157433,,-0.002289191442045424,-0.01968889348036207,,-0.008902665417362732,-0.012945570370414883,-0.014673087391352313,-0.014099255387463483,-0.026864796577163896,-0.0012279976439969476,-0.02084686903324251,-0.01006124209733028,-0.01309316896975643,-0.040806426404235596,0.018621005251378664,-0.007506049545515259,0.0013326918930105514,-0.03049499335693273,-0.05486729895459064,-0.015966358823105264,0.0,-0.010601474673542222,-0.014814751552877925,0.49274689907800395,0.5022860385042215,0.5266503479316791,-0.02970282512638589,1.65,-0.022950792705869194,0.012269938650306678
514,2002-01-28,,-0.01892382539136306,0.004578061041161652,0.009674433547979477,-0.0016432811691829974,-0.0021916280119806952,-0.006247238889045437,,-0.03737074031573484,-0.0046155176832222145,,-0.0067880726507487665,0.006300261440240096,-0.0005628853714765292,-0.0015846022343154464,-0.01943360463586208,-0.0035517006465227707,-0.004705734838722164,0.007949619725566626,0.03418801734247445,-0.009274128630164968,-0.0007352577017762929,-0.002096591533766623,-0.0025352068977191333,0.005725529777654614,-0.0013984124309424084,-0.008225663350103551,0.008239859348426526,-0.001127204497510581,0.009989529026040778,0.4611593097003207,0.42464434346841823,0.4799068618226864,0.020814301051453654,1.61,-0.01075414328876989,-0.024242424242424176
519,2002-02-04,,-0.04786395212595751,-0.03194307743665403,-0.0023601264884781648,-0.04655159479841309,-0.014998023930167248,-0.04710721700802489,,-0.05887232522115815,-0.0318908037694271,,-0.02269499528077079,-0.03395854823651823,-0.02018483026684692,-0.009751386583890853,-0.04975161465859923,-0.036734316547308854,-0.055982109819525006,-0.014772031590537638,-0.03339198887938066,-0.035639510136639574,0.018451355197561026,-0.04993920843672928,-0.019174709328398598,-0.0038216165442187533,-0.06272040043378146,-0.04465797490803025,-0.024399729455529262,-0.02869977709247562,-0.030701749257090793,0.47844371407268366,0.46135794662945395,0.5234833283670346,-0.04908031991568795,1.76,-0.009776999363409256,0.09316770186335388
524,2002-02-11,,-0.009749257063713657,0.010726419867237658,0.02514013061671827,0.013637419153386343,0.01541297874317582,0.007474776676641648,,-0.03872075208250969,0.021848490388951758,,0.0006435930697612502,0.012530899725681666,0.017331079024186735,0.015834026138786594,0.02313627161736931,0.017146020946064544,0.007534466481892599,0.011337121508442793,0.008237041265480638,-0.003643285676235841,-0.016809188247645324,0.014721703492566407,0.0012815281495086595,0.019659577220394464,0.021201021828226807,0.0013469828800640737,0.011525210799591346,0.01590855721933493,0.010147770548985413,0.4894785569402982,0.4599313723577169,0.503145716143982,-0.02062129633288534,1.85,-0.023150937087120682,0.05113636363636376
533,2002-02-25,,0.041307262018710045,0.03147405112449575,0.012345920754331496,0.02343093186616163,0.005004429204852112,0.03278276783852463,,0.06600156246922362,0.01458713312808535,,0.0239644245250914,0.037468479760520035,0.005536164441200864,0.01381644863008158,0.028733554193958177,0.016900094464256332,0.045464535466893885,0.009081934532086056,0.013628580529842838,0.031362733245780205,-0.0069197040085546835,0.027777565735408905,0.014565781891263452,0.010471457549507068,0.011363526455479445,0.006945966982961016,0.024035232135179108,0.016120008988750323,0.013858666314099377,0.5354824598715635,0.5108429225615007,0.5550152977184359,-0.02413737969589269,1.84,-0.005820004244878274,-0.005405405405405461
538,2002-03-04,,0.05548128578852607,0.02469117970282797,0.02021042409275875,0.04613781454713095,0.014686621250782128,0.03951903896919262,,0.09112493820418921,0.06083326080860241,,0.019991476983581613,0.06744972242282321,0.020744727466536883,0.050439418092032895,0.09575160928853022,0.018547725680454707,0.06986439886955842,0.010721163995035754,0.05965461477543754,0.030882523009728713,-0.017080294181914812,0.028007028365416575,0.019120198940685507,0.019417241391052276,0.06934330892149454,0.039812218568542335,0.024208348536483904,0.016590315592551086,0.03234118241748507,0.5752161067626682,0.5795675168502336,0.6031866485066327,0.061393873488777784,1.78,0.03848277250962684,-0.03260869565217395
543,2002-03-11,,0.02668582491414684,-0.0011797534772620688,-0.012845468751218392,0.027014184440130817,-0.009523687318808594,0.0006134261286299125,,0.04122501207099627,0.0,,0.016393040593565056,0.004540690483276766,0.01266415182077929,0.012489291367169919,0.04490480032913813,0.008345914983164615,-0.007034780514486583,0.008354583640233004,0.04460439780950565,0.024862246548255973,0.005560971001361215,0.017098607332192595,0.011709421538257825,-0.008423466774820532,0.004501454333239563,0.008673612400901254,-0.005101718248873399,0.011813788857043539,0.0034021855643480148,0.5799036649303058,0.5830341005197844,0.5999961229275264,0.05140372553721795,1.7,0.028742360224437213,-0.0449438202247191
548,2002-03-18,,-0.004744997760483538,-0.0053486277418671735,0.009727878596118567,-0.0006913435853722616,-0.013031237403217433,-0.00281699844856953,,0.006929650990756375,-0.004061656691844551,,-0.005351522692293886,-0.008889335217734717,-0.004959991545492426,0.006088641102674153,-0.0186060313621057,-0.0011063329577563064,0.006198105857082581,0.0026969315354818946,-0.02384500912167653,-0.009692743086023636,-0.019748158152141704,-0.002578707218501952,-0.01006348035157012,0.014150500875471206,0.028249015663681654,-0.012190632974310445,0.0029196917059226557,0.0025628577493821414,0.007782987671659747,0.5708657646181498,0.580109741115058,0.5998838686106303,0.03228441389078407,1.7,0.0015889028633591096,0.0
553,2002-03-25,,-0.017518167897723425,-0.0072837166624207805,-0.03912342333464047,-0.011085213976334551,-0.006672567923311612,-0.023876768135775883,,-0.044658268635473175,0.003924760099152769,,-0.009109627089104344,-0.018945670005053872,-0.010203624714992698,-0.012282298597631858,-0.007101489301787778,-0.01440558289453786,-0.019660430714828148,-0.003199240461520647,-0.0016103011484334129,-0.017543758113706676,-0.004916942615207809,-0.01379410247751256,-0.013438152628029054,-0.010638384005102197,-0.030303056297569686,-0.020706685956683235,-0.007675417796717432,-0.016648790343351316,-0.007015259565672727,0.595819230526267,0.6097569252120597,0.6235078580935852,-0.013871823965059704,1.68,-0.014972287247088212,-0.0117647058823529
557,2002-04-01,,-0.01879878089529985,0.0019108541964747427,0.010534926164253111,-0.01713424040231737,0.004120072743992065,-0.0014136108600413255,,-0.003915141538479161,0.0023290797207087266,,-0.00859548608089511,-0.019722786036474593,-0.0025383264865431743,0.001887435816148919,-0.001122351766534413,-0.0011255019135275601,-0.007328927870990265,0.0077139895910800504,-0.03739861960113955,-0.00898350211472665,0.0109408534743477,-0.01772640119135649,0.0023287503048485814,0.015814784580735708,-0.006874921432565628,-0.006680477350088587,-0.003283027158997087,-0.004198727692563353,-0.004422076878777048,0.5869554786879676,0.6018410741082236,0.6073968184132095,-0.005793629408618606,1.7,-0.0011403643937663022,0.011904761904761862
562,2002-04-08,,-0.0014737946071261554,0.008125007003988882,-0.009523898400690123,0.0017935333425778133,-0.006089933078391896,-0.0014385253339856963,,0.02115223874557115,-0.020472392454176203,,0.0016480429586691603,-0.0010461869046003436,0.0030314649587595,-0.01084348282283909,0.0034421769571810756,0.012585638115993447,-0.004113938447009802,0.009864534893810673,0.006369452489663585,0.001544161261778143,0.007905855604233847,-0.001676265711889724,0.003529683104112946,-0.017667955808677194,0.01619400519511327,0.0012870188596481036,0.000727114060036449,0.0037221001892404626,-0.014937270896355215,0.5641131045597614,0.5953557440405921,0.6031488705948215,-0.01609506509425207,1.72,-0.021492285852987347,0.0117647058823529
567,2002-04-15,,-0.0066786207084584825,-0.012134056077553801,0.012996374769305374,-0.013702666027864296,-0.001633225116150383,-0.025053129181840883,,-0.007686469902318915,0.006062558692386366,,-0.010093229474492316,-0.016867595730917118,-0.005012410858022176,0.017825120387297222,0.0035005223830411047,-0.009345683607774102,-0.008099920495885371,-0.0013158013818679315,-0.004594142196286621,-0.04005476994253099,-0.007705612263080308,-0.018150674686049362,-0.011804512411703327,0.022809350214779478,0.0063998709172632395,-0.013860592361450208,0.00433985629290734,-0.005384968916941846,-0.004287357580711415,0.5659582617182717,0.6042018230353362,0.6220163928552781,0.00794613292216284,1.74,-0.010438815126529222,0.011627906976744207
572,2002-04-22,,-0.0191112034101093,-0.00781915855146842,-0.012891404763456848,-0.006935732576097919,-0.0024387818767502845,-0.023211192187947316,,-0.011710430462812726,-0.007938965674791243,,-0.006427697814787803,-0.02560542589948811,-0.005427039034900494,-0.005230771406216084,-0.030720154941048627,-0.009789487212628845,-0.024722303158867587,-0.005913556973255907,0.020771561547676676,-0.024743612110992075,0.008504487449242593,-0.00859127139243121,-0.011091895241005512,-0.014192234650808322,-0.03753992499575376,-0.025477636527351133,-0.011188985720518962,-0.0026353610736004063,-0.009275925337102309,0.5435928146695246,0.5888440825466137,0.5950465313479316,0.009823406871497298,1.75,0.012745190462032596,0.005747126436781658
577,2002-04-29,,-0.02497094686920731,-0.007105165661514867,0.010454486535324659,-0.018734617824557653,0.01738338988118393,-0.003949312032609509,,-0.05318339020396323,-0.012997039492406492,,0.0,-0.008212571350906916,0.0,-0.010149561374036664,-0.01857702227690461,0.012615768575338304,-0.011446564711034446,-0.0014196511957923486,-0.012857107010888602,-0.019418919031238824,0.010649522392990884,-0.021972190803759784,0.00781896773701285,-0.001106763831277724,0.0036332216001635498,-0.0248646369220058,-0.014820054359174661,-0.004512231027713476,0.00881786353185432,0.5036441859355637,0.5507596160342648,0.5636292888498391,-0.030903490637276043,1.87,-0.04341574673012205,0.06857142857142873
582,2002-05-06,,-0.017447356847574258,-0.016422383570403154,-0.01200668014520101,-0.03533955954289947,-0.03428048733339528,-0.04199601591806912,,-0.038735077568473164,-0.010187804605950035,,-0.018711577595778683,-0.043156825440471724,-0.00668519112343291,-0.01644889119991544,-0.03587429618939009,-0.014137647123224628,-0.0614585757728926,-0.004473864821565976,0.0028367850268453676,-0.03910323486265643,0.006235418091987355,-0.014031300990594686,-0.003939581336404929,-0.014752363721477924,-0.06258726195553199,-0.06091164108767899,-0.0236279544091913,-0.01529490173284076,-0.02177930400231487,0.45255666567129743,0.4662744906026309,0.5007433976987709,0.021228569089722704,1.91,-0.002684975399823042,0.021390374331550666
587,2002-05-13,,0.03614402870988842,0.015572204510107435,0.015214434829518453,0.01061993370342651,0.005094139323045477,0.02170848689838012,,0.028523773914440387,0.009669432954414248,,0.013135398424916511,0.01771978843620814,0.003919102052722945,0.027227843210748892,0.035918274247106696,0.005025555861000175,0.026186612868025927,0.014075829434492038,-0.013119424092439491,-0.001976965680600018,0.01929490214956109,0.00714819776380704,0.012017097215186956,0.01762100290425228,0.04657536116075933,-0.0062366124468340445,0.0069439176460999175,0.012997231595581749,0.02142717213021106,0.467809276948007,0.4780592312536536,0.5681352320868623,-0.02087751641216984,1.89,-0.01717863535943831,-0.010471204188481686
592,2002-05-20,,-0.020139991292316806,-0.014303966436372995,-0.00326078055185941,-0.010374908220401213,-0.0037857376186968272,-0.019880242458504505,,-0.021962361963182797,-0.006518071375013701,,-0.028626843635517485,-0.0032299770265183936,-0.006268090744182997,-0.009998406342339283,-0.01679802266118402,-0.013347633237259737,-0.02257884221250661,-0.01178607633439921,0.016759705100352962,-0.01499932501453105,0.0031456034673051914,-0.018711178188260735,-0.014958957685614283,-0.009750900666598561,-0.03656580011983512,-0.03290050794449895,-0.0008005438249520935,-0.01915111530116842,-0.005617911949477583,0.46340876302253814,0.4877368022519526,0.5803578348032723,0.05194665983824054,1.88,0.048910393523709184,-0.005291005291005346
601,2002-06-03,,-0.033403825548537824,-0.017939917890817503,-0.01654984811368887,-0.02341587746839635,-0.010500702000388218,-0.01806383991316285,,-0.030589420043239612,-0.010153185956096267,,-0.015498014705415675,-0.022001067106578898,-0.008512398273009536,-0.002083205280176914,-0.03588378095151823,-0.015018130590741086,-0.03431569026648129,-0.015143070889855781,0.032995027710549296,-0.02566619244260393,-0.004877337520170055,-0.022755183373289745,-0.014423903028737084,0.0021974911697884014,-0.0397029003498236,-0.01980142264505169,-0.018577213653816926,-0.011442479157303231,-0.0013488166414876712,0.4563808701451626,0.4850124156294349,0.576755641317376,-0.031576945550418345,1.63,-0.035650017070804396,-0.13297872340425532
606,2002-06-10,,0.012001900367184515,0.0022549491280219325,0.016368705844414633,0.0038373335947399223,-0.007793737287446478,0.017073320577741136,,-0.003333329338383151,-0.008720720063410181,,0.000779767599308645,0.010682449204685085,0.01168094033644862,-0.0022985245966019585,0.005639998318927475,0.013529649067783422,0.006491679056741084,0.006626128234862083,-0.025641066533739876,-0.0020794900210375777,-0.006253482281129985,0.0012915943694111753,0.0022506011056993014,-0.004651268817032039,0.019199971802486004,0.007593166052632716,-0.005369015458254189,0.008414869594965513,-0.00708651242839986,0.4493496729527621,0.4823985990272449,0.5680197426767334,-0.04967923777009031,1.64,-0.03711788969380159,0.006134969325153339
611,2002-06-17,,0.0622915394450414,0.03178706702137113,0.01932961926991772,0.05275707678588537,0.020689546964671512,0.06542291840277237,,0.07136473782883068,0.037269022581401856,,0.038171868902972195,0.03417921608617602,0.01931962870870496,0.02734546644051994,0.07515128058781051,0.03781330005615757,0.06540701462206555,0.04430976642727069,-0.017955856731968645,0.04900441744232675,-0.022884821082426843,0.02873221396478365,0.02367905570789386,0.042821210994532954,0.08266630877758474,0.03466576156974499,0.00963663791147984,0.028378824316985574,0.024867337030136438,0.5077977735268857,0.5510590477772819,0.6277077921503806,-0.005440743850506191,1.68,-0.01971719481472345,0.024390243902439046
616,2002-06-24,,-0.005361972708700091,0.0014233423901266473,-0.03030246843604223,0.005045161985853364,-0.0016984884778920017,-0.005276002525254397,,0.0120317295893404,-0.027593567493883975,,-0.005858174515027903,0.012756695761316106,-0.012145510868313947,0.006151240311441208,0.005759449867772437,-0.006938782180546665,0.010726535203336551,-0.01609931117800556,-0.011851826843038427,-0.010020317914284593,0.005273027638857508,-0.0032305931856160264,-0.004285479701942374,-0.04025912627335115,0.0209979143197363,0.008570624123181991,-0.013416736506571714,0.0013347998010282414,-0.016256890815868563,0.5171923755512248,0.5471589751427485,0.6350614421199201,-0.008678562843801751,1.76,-0.017999150705636624,0.04761904761904767
621,2002-07-01,,0.021751732700356907,-0.015775879076292854,-0.00622924454487328,-0.018962096466696,0.0012709328741091763,-0.006709601384800479,,-0.04127737618389893,-0.002302137657048675,,-0.0014995593201658775,-0.030130069636914558,0.007724297792561785,-0.010480802293352243,-0.0754718112018824,-0.013552449201089889,-0.03806867204364428,-0.011777060820778673,-0.01617648081105949,-0.024511975639309957,-0.004802198991727957,-0.012241819014509714,-0.007681163809673208,0.0025669253282496474,-0.01785762965306037,-0.013422698869718586,-0.003829784125810032,-0.007771366673240521,-0.016636431273810204,0.5229431274779168,0.5463864194904091,0.6337048188344683,0.0005433642538732464,1.85,0.0006874584646370252,0.05113636363636376
625,2002-07-08,,-0.009370956189805546,0.015814952885817135,-0.007453550808417586,-0.011932696932561937,-0.00213998502800139,-0.02730744365586535,,-0.032026760164798995,0.026466462091273124,,0.012189643223603053,-0.004733170328428904,-0.004048329199501821,0.00614379269294929,-0.009512087350237342,0.0175962340910516,-0.00412120471897659,0.01037189938867189,-0.021052652943295835,-0.005392493642374596,0.0007219920408995106,-0.00019598128476971954,0.003927014435499254,0.008225951391299224,-0.02862046592251266,-0.016933610382443787,-0.01552430466852095,0.0,-0.007208759978606372,0.5460784969804242,0.572964875833157,0.5919784660911214,-0.03107694446707998,1.89,-0.0007981027070560476,0.021621621621621623
630,2002-07-15,,-0.038307091266713944,-0.011951847780346081,-0.03225846895836859,-0.024344682432257625,-0.012026523098483732,0.016231138617091023,,-0.007573394908536257,-0.016603660060171554,,-0.014459188189457461,-0.0027335521917605243,-0.025106742540560334,-0.009041217673886659,-0.004303266850093301,-0.00800029787578127,-0.00603884262509613,-0.014916445318218896,-0.034437061476553454,0.002525740748799743,0.025358091334609312,-0.003157534734393286,-0.0038292162565769505,-0.03376594904699337,0.007476080893544346,-0.0014389850414777694,-0.005673472883452213,-0.002473840565980434,-0.03066429676692184,0.5451048801207461,0.5681391514826306,0.5843776513936418,-0.04203826595193916,1.96,-0.06839025372821528,0.03703703703703698
635,2002-07-22,,-0.08467628343122946,-0.02031903590167028,-0.03125050562206366,-0.025903160530956093,-0.04849006977044312,-0.11000028837864417,,-0.03152469990134987,-0.07698315212569617,,0.013147007807264632,-0.06493467601117475,-0.0028820360476200513,-0.021165906625887576,-0.06053592702259791,-0.002241813191545816,-0.05485145856021323,-0.015135697299422102,0.02127662878169767,-0.015079990773665952,0.032953742904394234,-0.002696630462475591,-0.03332325105368272,-0.051421328766800944,-0.06705571205007821,-0.031122255977242497,-0.04397234712235232,-0.01713798733977856,-0.07141241123843955,0.4856530864466813,0.134929062663994,0.40443301707857743,-0.08883217057370307,2.07,-0.07991187630886853,0.05612244897959173
640,2002-07-29,,0.11004307205305763,0.042985106314861854,0.07317951074034257,0.07964790311499037,0.03213574023602228,0.08360434935048144,,-0.03770528189875,0.07056735537173364,,0.0464455694270105,0.044840243411767844,0.039999572069694844,0.03974011353477236,0.12808922989792948,0.07051008746340215,0.04076771456539685,0.03985686443052194,-0.011611077646057621,0.10694874367223428,-0.039718870132526174,0.07620072673904876,0.06079056927136284,0.08806029694208029,0.08695671219057788,0.07614606675998892,0.022267254141570048,0.04643877324167067,0.05669990245963619,0.5619582663275106,0.4327558746826948,0.5400081455344405,0.013428003709908154,2.38,0.005992282050728326,0.1497584541062802
645,2002-08-05,,-0.08055755554256094,-0.022831508153912883,-0.08716127253487538,-0.03545886188276415,-0.014433597028326917,-0.07221483731728084,,-0.13636366901694286,-0.047307805432449945,,-0.03227341814573892,-0.03461469681492535,-0.04097525438723326,-0.002746946481331447,-0.06289325742668694,-0.024465470908999087,-0.03996859891503157,-0.037152132975121765,-0.026666591967852815,-0.03853341752037254,0.03205402409797131,-0.04255330258619838,-0.03149842454482665,-0.08548374023443572,-0.060532766955085804,-0.044669658192674655,-0.04443383317794125,-0.04080535036733024,-0.02926830473710451,0.5606311718156709,0.42799548158360773,0.5348617396960781,0.0017882636149373354,2.38,0.013367059495248412,0.0
650,2002-08-12,,-0.013073806069243799,-0.005232120380661898,-0.025486345752619988,-0.0017971149462472358,-0.011985902700888507,-0.006703474528697573,,-0.007560012158646323,-0.015242701962122407,,-0.008819830560757635,-0.0013252496510004486,0.0015237842503734722,-0.010052032639379926,-0.03377598699296025,-0.013443011535336447,-0.01965895939205453,-0.004702522552179733,-0.016442461981794554,-0.0002440945611154044,0.0010079121050313722,-0.004129540856604219,0.0,-0.017241699371103425,-0.012835032059246965,-0.0029649665047419838,-0.013636292705682895,-0.004259942135535821,0.001375069495781478,0.5902331218386153,0.4775091024062231,0.5696513876845788,0.07276691541779057,2.42,0.051374646991308115,0.01680672268907557
655,2002-08-19,,0.02255411859477574,0.020229755810629912,0.052443639235773,0.03277707902094518,0.008179255444961342,0.04154729611938768,,0.0707690048947367,0.040006842449928026,,0.011953105609153303,0.02477028707497686,0.012594045394320297,0.017592078535624722,0.0945297409143202,0.007853676530899856,0.046244168692586074,0.01780004503860866,0.011628026393860402,0.04512843954874257,0.00025716398342889857,0.016081606945024918,0.010064787237349826,0.05918997073044263,0.06592172122155193,0.022701700412306458,0.004553982194030359,0.012708430323838726,0.03823010098208224,0.5898648587418963,0.46976930983700327,0.5692897076623675,0.018946033543466134,2.34,0.02215399339484403,-0.03305785123966942
660,2002-08-26,,0.019014610564779044,0.023054553380941867,0.0034011783707645904,0.016648572162612396,0.025137997487337138,0.0117647146504809,,0.015806437269789475,0.0165369906198769,,0.02419324762663244,0.01851811919094648,0.025733511783284424,0.007294677695309781,0.030338582460500252,0.015988324114110553,0.013525431263058163,0.023963837523454545,0.03148429321383195,0.014864988079595687,0.015346891171380439,0.019624022104743677,0.012824145093593753,0.025487632534618943,0.011603173265559263,0.016527301362203817,0.013735247486683422,0.017070536619073096,0.0041849029508889135,0.5956583520257781,0.4699791277575083,0.5754480076555846,0.013115989894054048,2.23,0.013017179243591803,-0.04700854700854695
669,2002-09-09,,0.004610849679271611,-0.0005773289237054335,0.010908894874338548,0.011707751129445887,0.0008317462808706821,0.02609029738220836,,0.08134818304539193,-0.010588352706565884,,0.007503228694509589,0.027094168086655435,0.014565469987605661,0.0009050391863159035,-0.013383374549975624,0.011562867353565931,0.02271637628044787,0.01221350183183767,0.01574797905075509,0.014247229181372889,0.004609831835995504,0.021739293966106077,0.00363526806753689,0.012718371212780744,0.051502920192896706,0.013202723727376853,-0.009882698358644304,0.00683480022142402,0.003296822295055124,0.6035079976834526,0.4737078023333626,0.5819684797752086,-0.04076769981623718,2.28,-0.049890529060885314,0.022421524663676973
674,2002-09-16,,0.01901129216465325,0.009955813177250361,0.005524762916140569,-0.006140850616898619,0.003831363812675903,0.017018341569656315,,-0.006423128668159306,-0.004470527726471718,,0.008563357260372717,-0.005479193466744192,0.0031038687151152544,-0.0001822040471717301,-0.014973564465505906,-0.002282876442356696,0.00400840371018818,-0.016758121403507742,-0.01569853525591325,-0.005800943053232421,-0.007124258954299911,-0.00781275742161014,0.005854088031264304,-0.006410757243765053,-0.023975542525397353,-0.003933282528135407,-0.01002515799314796,-0.005619296980994282,0.0036479322862068564,0.6490610014909125,0.6368046657308015,0.6978469005068547,-0.031081284208789972,2.21,-0.0045977105670940155,-0.030701754385964897
679,2002-09-23,,-0.016047977743563813,0.011886957956450672,-0.07114649608176804,0.0010335049138612273,-0.033554268818001276,0.02758128267244686,,-0.005739152659178792,-0.0538459226379312,,-0.0037382286558333977,-0.02508913559992021,-0.009144841138735038,-0.01571174993408364,-0.04608533528465675,-0.006874347073214659,-0.02992475969919084,0.013547111017801372,-0.028400582342618552,-0.02075615386478591,0.012527060341859797,0.0018977883583977118,0.008744236177585352,-0.04882415517783634,-0.005524646300673952,0.0005129704614821318,-0.016788105804869335,-0.006500635594687498,-0.03846159698649987,0.6524091266125995,0.6417769422786973,0.6652154106233371,-0.0720772401859594,2.29,-0.04992075053329714,0.03619909502262453
684,2002-09-30,,-0.009530133973714161,-0.0043693773662356605,-0.0016805059243300002,-0.004847702495478057,0.014912114853798952,0.021709170635810127,,0.006340173496257595,-0.030729964472541282,,-0.011144071222248253,-0.0015118638933964146,-0.015159896218236546,-0.009999657247753091,0.03544164129736149,0.0,0.0005906304945648699,-0.011911099008375725,0.02801133949221235,0.0007957223188626017,0.034483291393678006,0.007164567000438771,0.0052301950788091744,0.01968502899682978,-0.027933010679514148,0.0018147852097265549,0.009168771425459799,-0.005110381104548534,-0.01204811304456932,0.6664815509158443,0.6577196687924267,0.6927239080737397,0.010390164796230339,2.37,-0.02131562854896485,0.03493449781659397
689,2002-10-07,,-0.06764806119417133,-0.04137964392742843,0.008210005454399205,-0.07661686399224032,-0.010726887312015543,-0.044674721211474644,,-0.07636642942719685,-0.06365870384471284,,-0.028014482652636286,-0.04061244822955867,-0.05539370348961925,-0.0023790883315097933,0.013904923278712067,-0.05752228052285446,-0.04092814621407492,-0.04104494914501555,-0.08740735279090217,-0.03363727476762801,0.04172844386383345,-0.043444033082570055,-0.04510189547246779,-0.04399983451511713,-0.07279691031592961,-0.04564183607327332,0.02455925876280629,-0.04374463052258193,-0.08333321540188487,0.6624801026506598,0.6463809010408189,0.6857325232410229,-0.07814431518695708,2.47,-0.03237968283288939,0.04219409282700415
694,2002-10-14,,0.007451449240086783,0.02205454550772301,-0.01470596343274777,-0.018939463713277704,-0.0030083769192502663,-0.0029608479723222114,,0.04892370116572309,-0.026414897107045254,,0.013512880574636732,0.017134545801445356,0.01816156851520767,-0.0131386092660577,-0.018034307683479467,0.004232653322921998,0.033832399514422073,0.024412654324750482,0.013615876801200022,0.011367639613641733,-0.01987500156863886,0.0025028692259698726,0.014539123352139693,-0.02402907846423097,0.002259987608043579,0.017716309955616794,-0.014176418037886385,0.0070216334947881265,-0.009495301216289387,0.7023920664396178,0.6622705187061685,0.7223441923612351,0.0580659720208927,2.65,0.04339352655922757,0.0728744939271253
699,2002-10-21,,0.018935046018141888,0.014858133461255418,0.026177761084241746,0.01517438401891269,0.006860884801961564,0.015437042643437593,,0.04839249896623943,0.0518090229595185,,0.005324992944426121,0.05882343759917674,0.014940246515282585,0.01677081314631046,0.06852915403892412,0.01505591469058487,0.031720150916144885,0.00306583316523823,-0.016692030615354958,0.0031497910572417798,-0.005974987807729537,0.014511548807427443,0.01318602981028194,0.039182237827739996,0.03050146545991894,0.02275468730456076,0.005830819256395836,0.006980548279775123,0.02409639414265463,0.7056996934960084,0.6564726871433109,0.7174897796382205,0.10877330859054024,2.6,0.05874396266576287,-0.01886792452830177
704,2002-10-28,,0.03380597699990817,-0.004583111155674668,0.00177284059264049,0.0025715549258624737,0.007403821973986924,0.016806587290140396,,0.0191355336653678,0.002341819009585633,,-0.019324442463788616,-0.005541908997532596,-0.01991796071687235,-0.0035733790006674537,0.043200013167566276,-0.008258375180723365,-0.014839843643874917,-0.011271042717834079,-0.013846222327419055,-0.0002736097147604255,-0.0446305674587717,0.011166037682411867,-0.009921222539669428,0.006483424754447409,0.0020935252060219067,-0.008078090138084582,-0.012297339714461342,0.000823546734979308,-0.01050585659488601,0.6917585501452479,0.6512686065336694,0.707573776832654,0.04154936849855084,2.54,0.01499339606507899,-0.023076923076923106
