Date,bs_granger
2018-04-30,0.03443877551020408
2018-05-21,0.03329369797859691
2018-05-28,0.03329369797859691
2018-06-04,0.0356718192627824
2018-06-11,0.026159334126040427
2018-06-18,0.028537455410225922
2018-06-25,0.03329369797859691
2018-07-02,0.03804994054696789
2018-07-09,0.039239001189060645
2018-07-16,0.039239001189060645
2018-07-23,0.03329369797859691
2018-07-30,0.041617122473246136
2018-08-13,0.036420395421436005
2018-08-20,0.027055150884495317
2018-08-27,0.027055150884495317
2018-09-03,0.027055150884495317
2018-09-10,0.02497398543184183
2018-09-17,0.05098855359001041
2018-09-24,0.04890738813735692
2018-10-01,0.05723204994797086
2018-10-08,0.061394380853277836
2018-10-15,0.062434963579604576
2018-10-22,0.062434963579604576
2018-10-29,0.05619146722164412
2018-11-12,0.055150884495317375
2018-11-19,0.060353798126951096
2018-11-26,0.05619146722164412
2018-12-03,0.06347554630593132
2018-12-10,0.08740894901144641
2018-12-17,0.08116545265348596
2018-12-24,0.07700312174817898
2018-12-31,0.07388137356919876
2019-01-07,0.07804370447450572
2019-01-14,0.07388137356919876
2019-01-21,0.07388137356919876
2019-02-11,0.08116545265348596
2019-02-18,0.08428720083246619
2019-02-25,0.07804370447450572
2019-03-04,0.07284079084287201
2019-03-11,0.07492195629552549
2019-03-18,0.06555671175858481
2019-03-25,0.06971904266389178
2019-04-01,0.06659729448491156
2019-04-08,0.06451612903225806
2019-04-15,0.06451612903225806
2019-04-22,0.06451612903225806
2019-05-13,0.05619146722164412
2019-05-20,0.05931321540062435
2019-05-27,0.05723204994797086
2019-06-03,0.05202913631633715
2019-06-10,0.05202913631633715
2019-06-17,0.09469302809573361
2019-06-24,0.08220603537981269
2019-07-01,0.08740894901144641
2019-07-08,0.09469302809573361
2019-07-15,0.08949011446409989
2019-07-22,0.08740894901144641
2019-08-12,0.07700312174817898
2019-08-19,0.07804370447450572
2019-08-26,0.07388137356919876
2019-09-02,0.07492195629552549
2019-09-09,0.08949011446409989
2019-09-16,0.12278876170655567
2019-09-23,0.08532778355879292
2019-09-30,0.08532778355879292
2019-10-07,0.07596253902185224
2019-10-14,0.07492195629552549
2019-10-21,0.07388137356919876
2019-11-11,0.08220603537981269
2019-11-18,0.07596253902185224
2019-11-25,0.07492195629552549
2019-12-02,0.08116545265348596
2019-12-09,0.09469302809573361
2019-12-16,0.07492195629552549
2019-12-23,0.07700312174817898
2019-12-30,0.07908428720083246
2020-01-06,0.07596253902185224
2020-01-13,0.07908428720083246
2020-01-20,0.06867845993756504
2020-02-10,0.062434963579604576
2020-02-17,0.07284079084287201
2020-02-24,0.07804370447450572
2020-03-02,0.1279916753381894
2020-03-09,0.16545265348595214
2020-03-16,0.19979188345473464
2020-03-23,0.20187304890738814
2020-03-30,0.21227887617065558
2020-04-06,0.21852237252861603
2020-04-13,0.27471383975026015
2020-04-20,0.2809573361082206
2020-05-04,0.26222684703433924
2020-05-11,0.24037460978147762
2020-05-18,0.24869927159209157
2020-05-25,0.27887617065556713
2020-06-01,0.28407908428720086
2020-06-08,0.2934443288241415
2020-06-15,0.27887617065556713
2020-06-22,0.3007284079084287
2020-06-29,0.31113423517169614
2020-07-06,0.3225806451612903
2020-07-13,0.30697190426638915
2020-07-20,0.2882414151925078
2020-08-03,0.2611862643080125
2020-08-10,0.2601456815816857
2020-08-17,0.2643080124869927
2020-08-24,0.25494276795005205
2020-08-31,0.25494276795005205
2020-09-07,0.25078043704474506
2020-09-14,0.24869927159209157
2020-09-21,0.23829344432882413
2020-09-28,0.1768990634755463
2020-10-05,0.1914672216441207
2020-10-12,0.17793964620187305
2020-11-02,0.2008324661810614
2020-11-09,0.2726326742976067
2020-11-16,0.3017689906347555
2020-11-23,0.31113423517169614
2020-11-30,0.33610822060353795
2020-12-07,0.3381893860561915
2020-12-14,0.3340270551508845
2020-12-21,0.32778355879292403
2020-12-28,0.2903225806451613
2021-01-04,0.2903225806451613
2021-01-11,0.2934443288241415
2021-02-01,0.3017689906347555
2021-02-08,0.29968782518210196
2021-02-15,0.29864724245577523
2021-02-22,0.2861602497398543
2021-03-01,0.28199791883454733
2021-03-08,0.27887617065556713
2021-03-15,0.2757544224765869
2021-03-22,0.27991675338189387
2021-03-29,0.28407908428720086
2021-04-05,0.28199791883454733
2021-04-12,0.2726326742976067
2021-05-03,0.259105098855359
2021-05-10,0.2736732570239334
2021-05-17,0.28199791883454733
2021-05-24,0.41103017689906346
2021-05-31,0.19771071800208118
2021-06-07,0.11238293444328824
2021-06-14,0.09365244536940687
2021-06-21,0.12174817898022892
2021-06-28,0.13215400624349635
2021-07-05,0.1279916753381894
2021-07-12,0.1186264308012487
2021-08-02,0.09261186264308012
2021-08-09,0.11238293444328824
2021-08-16,0.1040582726326743
2021-08-23,0.10926118626430802
2021-08-30,0.10197710718002082
2021-09-06,0.13215400624349635
2021-09-13,0.12695109261186263
2021-09-20,0.1279916753381894
2021-09-27,0.10509885535900104
2021-10-04,0.09573361082206035
2021-10-11,0.08844953173777315
2021-11-01,0.08949011446409989
2021-11-08,0.10509885535900104
2021-11-15,0.10718002081165452
2021-11-22,0.10926118626430802
2021-11-29,0.12070759625390219
2021-12-06,0.11966701352757544
2021-12-13,0.11030176899063475
2021-12-20,0.1186264308012487
2021-12-27,0.12695109261186263
2022-01-03,0.12278876170655567
2022-01-10,0.11342351716961499
2022-01-24,0.09157127991675339
2022-01-31,0.10197710718002082
2022-02-07,0.09781477627471384
2022-02-14,0.18210197710718
2022-02-21,0.13423517169614985
2022-02-28,0.11758584807492195
