,Date,A5G.IR,ABN.AS,ACA.PA,ALPHA.AT,BAMI.MI,BARC.L,BBVA,BCP.LS,BIRG.IR,BKT.MC,BMPS.MI,BNP.PA,BPE.MI,CABK.MC,CBK.DE,DANSKE.CO,DBK.DE,DNB.OL,EBO.DE,ETE.AT,EUROB.AT,GLE.PA,INGA.AS,ISP.MI,JYSK.CO,KBC.BR,MB.MI,NDA-SE.ST,OTP.BD,PEO.WA,PKO.WA,RAW.DE,SAB.MC,SAN.MC,SEB-A.ST,SHB-A.ST,SWED-A.ST,SYDB.CO,TPEIR.AT,UCG.MI,UNI.MC,cor,cor_lw,eig,banks_index,spread,index,spread_ch
1132,2004-05-10,0.02500025201553302,,-0.03534629682394008,-0.03846168160794805,-0.018995719419933277,-0.018000297048108793,-0.03183238076744255,-0.015384606456048888,-0.015951926137057537,-0.02942207962550447,-0.019999853917921362,-0.01829274128395475,0.0,,-0.04761921748142006,0.0036229215957941374,-0.03174797731619183,-0.004565977347034456,,-0.02099895963769227,-0.020948252505347043,-0.04274129830690221,-0.01499414263544141,-0.011049761156083915,,-0.016318440544536794,-0.023354754350419116,-0.04313710208062327,-0.023873632509862408,-0.03292194370994228,,,-0.03954795752371498,-0.029953799723816732,-0.04109587602749665,-0.02749137692246817,-0.02545479845647347,-0.0045766543431385864,-0.03278699109815386,-0.010309533635446289,,0.28934184071721114,0.026074357171530768,0.3957320394643598,-0.037979317287453074,3.66,0.0,0.11246200607902734
1137,2004-05-17,-0.02317887426398124,,-0.004580214826161666,-0.18997762930539897,-0.02013446304895783,-0.009543230166427774,-0.010309077368354735,-0.005208379382153017,0.0,-0.016845915490230623,-0.03536333053326102,-0.01635957071231353,0.0,,-0.015337483854999445,-0.007092385239052312,-0.009865977087739841,0.0,,-0.0037879309951909246,-0.028026906380973493,-0.0021772405004470974,-0.00799093321168387,-0.01376916674605222,,-0.02400531241374604,-0.006507901695261276,-0.009661998292522456,0.02631614108953828,0.030837023357173532,,,-0.02409633163038516,-0.01891262471673949,-0.014084714846761548,0.0,-0.007299343574799888,-0.0011483248099417587,-0.020876696155292307,-0.005154701134332473,,0.3039828742851127,0.026210718666834727,0.3889925858247111,-0.004439370877727167,4.1,-0.025616401189458626,0.12021857923497259
1142,2004-05-24,0.010256063001593763,,0.00788949353646795,-0.006999897913602227,-0.00395775962041145,-0.008919598446176069,0.017282000032325717,-0.01030929639221656,0.006079121113793606,0.004587709266280937,0.01205524078210396,0.014084329663897499,0.3106737972862661,,0.01428584877076422,0.0035840680348808718,0.012066242805598648,0.0,,0.023395237050376938,0.025059615982206296,0.01386829385838717,0.003334952278291947,0.02020244451875386,,0.00556491165893136,0.00865818664168172,0.0048779600559107905,0.011904615933530538,-0.012447992186736201,,,0.0,0.014034455248760347,0.014018761215359943,0.013937308150849814,0.0,0.0,0.0,0.021605693748613986,,0.30367758266171563,0.02611617513260693,0.4071481996942748,0.027200917314307516,3.75,0.006904836055215968,-0.08536585365853655
1147,2004-05-31,0.0,,0.0014905220487324566,0.0,-0.002666617594821119,0.0,0.0,0.010526184124052262,0.0,-0.0042414131881860495,-0.009842526252011208,0.009999710586072297,0.0,,-0.000744617578534057,0.0,0.010130905478229701,0.0,,0.3951383273711926,0.0,0.002882220329364804,0.001082071762695369,0.011904438468409273,,-0.003834014885277015,0.005330571579002186,0.0,0.0,0.004048536677797365,,,-0.011834618334680913,-0.0011509257555625263,0.0,0.0,0.0,0.0,0.0,0.002611012249146949,,0.3338104945030692,0.029764353084379656,0.5338801131238875,0.0,3.87,0.0,0.03200000000000003
1152,2004-06-07,0.0,,0.0014382958569327808,-0.006548343056382744,0.004076261916111434,0.011910664010884586,0.02755072632313138,0.015706871815670542,0.0,0.00903134893557489,0.01367173871581473,0.0019420266520495666,0.0,,0.006447130605841345,0.010676082472823367,0.01658545766173458,0.016054760570079818,,-0.00773894684877674,-0.007584108931197653,0.0035015198989760687,0.01751599090041256,0.006644655977102287,,-0.002734542991715605,0.01609431188737198,0.004854622580842349,0.012165470840990622,0.016129016042049527,,,0.005882223335952119,0.014840596572082587,0.013574516251698254,0.017064897274434054,0.007117418454945401,0.001149644975790176,-0.022868823906552538,0.01041678699992099,,0.3428860572018357,0.0290514944971806,0.5466892539296087,0.019410852713178217,3.74,0.01857057940634088,-0.03359173126614989
1157,2004-06-14,-0.005681743452703336,,-0.028749098459085687,-0.013157900839824377,-0.005256241660357652,-0.009202389053072912,-0.025372803512525466,0.0,0.004739409611633771,-0.0061556330246003155,-0.005825033413720759,-0.009862314805540007,0.0,,-0.00831586600841161,-0.010601034624182604,-0.01641787555695029,-0.0022222129788884715,,-0.00399547809860179,-0.010112110710074451,-0.01893380081457574,-0.0147289098666602,0.009868570585514158,,0.0,-0.004184186402648726,-0.009615323907380846,-0.01610890491363115,-0.012295281246734846,,,-0.011560714235796077,-0.018161454683502942,-0.017937078543857843,0.006666880440999945,-0.007067118813081974,0.0,-0.01698524196041129,-0.005102193404088018,,0.3170204469582328,0.02727171576097882,0.5834269655657128,-0.010250638763839914,3.5,0.010621365278144834,-0.06417112299465244
1162,2004-06-21,0.0,,0.004875761065231021,-0.02054798820235626,0.02190714554251949,0.005664359542330466,-0.009551516174838515,-0.005181465639696792,0.0037485340905722975,0.004800535748160639,0.00578040344478481,-0.0019230038729894927,0.0,,-0.031249884324881405,0.0034964459137813986,-0.0024391305279158892,-0.008492435901129691,,-0.025876877609569138,-0.010215694621421134,-0.00415212406515475,0.00313301411850353,0.00980395327477579,,-0.005235357116445738,-0.010080687295616064,0.0,0.005472795887714099,0.020661091033228773,,,-0.005714340416105079,0.001125218520664717,0.004651161464151787,-0.0033558111336677854,0.007017796561710421,-0.0011455473989404608,0.004347877882965978,-0.0024752912791425885,,0.29999763689622905,0.026977732545012224,0.5899944995108382,0.011432434924244728,3.44,0.005130774291389306,-0.017142857142857126
1167,2004-06-28,-0.007999980884155544,,0.008366384183440934,0.04192224115081755,-0.0025347148562092636,0.010570857280418622,0.00970150094536315,0.005262980381534721,0.0,0.010274274602497746,0.005671046406680702,0.0058478371808026175,0.0003161644425351273,,0.02681713979961997,0.014084577826019462,0.02024919441730244,-0.010683616897610548,,0.019488452614446983,0.01157433584956169,0.008474514785589582,0.01556011748381425,0.012738779659238864,,0.0014945314071355131,0.014056349414011793,0.009258980803164452,-0.0014336633717441094,0.003984018231765418,,,0.005747181769167442,0.009206267359606946,-0.0045455223263864974,0.006644650928881113,0.003472167817266225,0.0,0.015317167482673533,0.00492589456197523,,0.3013181047465604,0.028698894594297843,0.5225386330233046,-0.000546929598006729,3.32,-0.003416770283677706,-0.03488372093023262
1172,2004-07-05,-0.0023981352121600352,,0.0020254636165744078,-0.020388257408526123,-0.016049403192189282,0.0005393979786534331,0.0,-0.010695130530822827,-0.018570445520248446,-0.0035283119545620467,-0.001930344033799214,0.0,0.0012719287089932863,,0.0014046059808714428,0.003472165092326396,-0.001269832707897045,-0.002092236990186125,,0.004968950306197595,-0.0034483821800713743,0.004354271976615642,-0.004694656365878513,0.009584694840579111,,-0.010606369129206983,-0.008048344446647815,0.009258980803164452,0.010638340985157813,-0.008097157477536254,,,-0.005681693691221512,0.005861989062531325,-0.004587364989702913,-0.0033332003241159924,0.0,-0.0022296518561152334,-0.014925355694817122,0.0024629772975290898,,0.3005360023227556,0.028625613299862556,0.5322083701330752,-0.027148633447846016,3.66,-0.014787896588911442,0.10240963855421703
1177,2004-07-12,0.002425216456122259,,0.008745110205064854,0.004826096389090706,0.007822733832560491,-0.01741008410486944,0.0,0.010810752944702795,0.012160905927475207,0.00555246922010566,-0.0058367216765060626,-0.004065109750134965,0.00031421685322996495,,-0.005930274288291515,0.0017452219120004386,-0.0103022446073463,0.006224332866910487,,0.0018691464600271157,0.0034323845836841116,-0.009392946018297432,-0.014225857781281936,-0.0031649024100098844,,-0.00793333423564091,-0.0051280606915512505,-0.009216424523530553,0.012048039320388781,-0.02822590374770273,,,0.0,0.0023527222729322617,-0.009345721418516972,-0.010238987490185147,-0.010714485359077153,-0.0032970508284718703,0.004301224587523134,-0.002506493168535573,,0.3002887150271647,0.02770255260226638,0.41967767694733293,-0.010937500000000044,3.69,-0.004611927676242633,0.008196721311475308
1182,2004-07-19,0.004091765238437128,,-0.001034456543838047,0.0028327816029971586,-0.010389609894336238,-0.006727092465274365,-0.001482463356509034,-0.03260882768779649,0.021133403678584406,-0.0006591173153714935,-0.004000130446006223,-0.0021186798788359607,0.0006359221905125612,,-0.002235430954321771,0.012237710413312453,-0.010852544133566178,-0.01833024150565421,,0.014662620811939586,-0.0011161524615159735,0.0,-0.008705231316412543,0.006600562669768717,,-0.01699381848227377,0.005181312765701884,0.009216532590982096,-0.013905037476494408,-0.008583593773269449,,,0.0,-0.0023637491277638256,0.004807764591775232,-0.010238987490185147,-0.010869580450189487,0.0099231657859995,-0.00849247554450161,-0.0050633194141465054,,0.2984384779973315,0.02744654991126612,0.4264880562678633,-0.01687203791469183,3.58,-0.012931246690801146,-0.02981029810298097
1187,2004-07-26,0.0,,-0.005162508967632928,-0.014478765529757243,-0.0062266736293803415,-0.015556075938621738,-0.0015580257349555593,-0.011299534366346675,0.0,-0.009307423718258767,-0.010183213514085021,-0.0043101812676211715,0.0006344039654639921,,-0.004297837934978288,0.0,-0.001889636486204438,0.01255224718705139,,-0.019355036919064483,0.004540269199271307,-0.006859655222535177,-0.009289566058370835,-0.006578504506329019,,-0.0026018163357400814,-0.002083432264425311,0.0,0.018912493623479687,0.0,,,-0.012270153385885996,-0.02625023668524995,0.0,0.003533426923979066,0.00740738689173015,-0.0065430674756976615,0.0,-0.005050348380114311,,0.3020876257498055,0.027532328574242187,0.42470316652799034,-0.002988816043193232,3.52,-0.006656983796929028,-0.016759776536312887
1192,2004-08-02,0.004713146799477208,,0.010204061925569219,-0.02030461866694766,0.0,0.008152215942481389,0.010622224441101169,0.017441767221863858,-0.004616759327570996,-0.0059692647344551375,0.002011907588092221,0.004132187247912533,0.0009421004201997096,,-0.004213410881239055,0.0017573902448837497,-0.018874392727729616,0.018749726423506807,,-0.006662734746671561,-0.007803938797634635,-0.0029324623773470115,-0.014522796136182348,0.009740522773366012,,0.005116244019712335,0.0,0.009569317325115234,-0.010331027757058742,-0.004405236746120256,,,0.0,0.008059870400348501,0.0,0.0,0.0,-0.001089323326611491,-0.004415063111429918,-0.005024970528346384,,0.2984439444845377,0.027661454224629175,0.4260353735148901,0.029010733971569502,3.67,0.015723016072267892,0.04261363636363624
1197,2004-08-09,-0.008567072211367655,,-0.016666610906235113,0.023681266400738643,-0.016497485219545194,0.007000112125889801,-0.008308155740221257,0.0,-0.014678796463113208,-0.0010387852642386175,-0.006172711520239793,-0.008264374495825177,0.0,,-0.009167410387901476,-0.005226444794153795,-0.009276506034401444,0.0020787988107418,,0.006806924102431555,0.0,-0.003039978710251412,-0.011727396430572856,-0.013071591196793353,,-0.0055320039136967925,-0.007360738383913157,-0.009478613465065844,0.001955082756966098,-0.004424728723685489,,,0.0,-0.005102709327384214,-0.014563100293664144,0.0,0.0,-0.005464264743231251,0.025882446739867504,-0.012754955004584678,,0.2564700498748555,0.026756746329470355,0.4441349305530599,-0.024433793816370675,3.65,-0.02778720714083438,-0.00544959128065392
1202,2004-08-16,0.006998490098353738,,0.007684741578150911,0.006315835094699684,0.002641959373195224,0.012658476247041861,0.006912252846743572,0.005848088190877343,0.007497389153923173,0.0,0.008528868773472587,0.0082132387067968,0.000628258346791144,,0.015244053031752358,0.006992991637614354,0.028355058470672434,-0.009803699380745101,,-0.07882338156200319,0.0,0.011958058358708668,0.014854247669209286,0.01751294363109479,,0.009625839821278959,0.002139023279204233,0.009434013398055718,0.02132701682507454,0.004566158491345007,,,0.0,0.0,0.0049256530420924705,0.0,0.0,0.0043525519700546855,0.0,0.0,,0.23656536142811385,0.02602178713975184,0.48576607901636654,0.0030504447227306386,3.63,-0.01574801058895059,-0.005479452054794498
1207,2004-08-23,-0.003108327046966064,,0.00891046494919756,0.013129119216897855,0.010596026747640819,0.008416008341496584,-0.005243580078025389,-0.0058140868979487115,-0.0009300535582565939,0.0064214772540598375,0.012711793683035433,0.020161523813580606,0.0,,0.006028590331488504,0.008695658217610092,0.01418016533094768,0.014492693340576901,,0.011590635121462745,0.017814606792589283,0.02116801257566947,0.014455181207211565,0.01896545546415851,,0.011764852446051188,0.008501769827494954,0.004504845672116842,-0.013832251276558183,0.008695642747167165,,,0.012578036846989438,0.01662418835682855,0.024630379678392433,0.014234989679760446,0.014285673501605256,0.00768385470143218,0.00683337721438515,0.0077317801845633305,,0.23102349161010102,0.025893832919878602,0.5511014268834245,0.014949740700429093,3.5,0.013569093145718192,-0.03581267217630846
1212,2004-08-30,0.0007716856769039993,,0.0,0.009155748054480606,0.0013088283310358495,0.0,-0.006051263736973622,0.005848088190877343,0.004566165296893576,0.001333174965232109,-0.010394827668132267,-0.009765360957598834,0.0021799773651312027,,-0.007204515030990288,0.008576434312670411,-0.011538507563124578,0.0,,-0.002413722053340339,-0.006666802690230456,-0.002118806839934484,-0.0049451993430719154,-0.0032890197314443537,,0.001825219891475216,0.004123796013928649,0.008849501508000346,-0.005455516287839357,0.008620501268540082,,,0.0,-0.0012505207953520392,0.0,-0.0034483029609411187,-0.0034601535833512775,0.0,-0.017241387794815433,-0.005037994620286201,,0.23146436402975504,0.03423143753782109,0.31782569862797805,0.019839142091152784,3.44,0.029870881850452058,-0.017142857142857126
1217,2004-09-06,0.006070102984297332,,-0.009928808553200774,0.0,-0.005025217390823178,0.002365472697033466,0.0,0.023255854119812458,0.00444855851469339,0.00710463771147718,-0.008048459776962225,0.0019492433087671124,0.0045454232562942565,,0.015815966451828922,0.008291879772998056,0.006718205275088263,0.0,,0.0029376271389878195,-0.0011111221755989442,0.0035160362266488665,0.0049094700309737505,-0.022293173938848665,,-0.006862633383936223,-0.0019903604303084244,-0.008547155017112895,0.022600325665635967,0.008547089753055515,,,0.011905258025494136,0.006038402890376604,0.0,0.0,-0.003344429110780256,0.003278754855794208,0.002173938941482989,0.0024874240361338895,,0.24244154708047178,0.0328642075294394,0.34051626882658387,0.0201645326900477,3.33,0.007494619495211019,-0.03197674418604646
1222,2004-09-13,0.0,,0.0037053753521749666,0.01306533824072087,0.004938089669400458,0.004217561406062664,0.005771932991931017,0.0,-0.008849671958608418,0.03728187369088176,-0.00624996600582628,0.015564037392397534,0.0,,0.03742212010074675,0.008170034481500776,0.015135644341446541,-0.004761885237719032,,0.008923088428708814,0.003311430071548216,0.014124320868252216,0.012272989301483683,0.0,,-0.003948904737885006,0.015967956628443858,0.01304344412668268,0.0034844176794917026,0.0,,,0.006060857418274113,0.004872548780893826,0.013825093796711485,0.009966856843641292,0.0,0.0010845974175437423,0.004319705980666333,0.01767677327213879,,0.23492221696377752,0.1945553687242859,0.2457697990610765,-0.0003031589159038228,3.33,0.0019752929977332467,0.0
1227,2004-09-20,0.006736460189000537,,-0.006793511952705278,0.011594148404527438,0.0,-0.0056172894954445995,-0.011627858867703678,0.0,0.004424734953345277,-0.004832093291247008,-0.010438324926294928,-0.0037734415244254915,-0.025423796109752317,,-0.009752758507648895,-0.004894116498767143,0.001007228496766599,-0.00469490416687024,,0.013921239575211741,0.02118165046950926,-0.004791439649433071,-0.0066101340659078245,0.0,,0.0,-0.014044851039412443,-0.004292169894885789,0.003460221580723344,-0.011904873805072547,,,-0.0059878930486384485,-0.008717285538629826,-0.00896840178406999,-0.003344267472076501,-0.01333321070617599,-0.0021502600630035618,0.008546914304376818,0.0024331924694975804,,0.23356608576850282,0.19569769732140263,0.24263456767214203,0.0036996603590491173,3.25,0.01128309383031878,-0.024024024024024038
1232,2004-09-27,-0.0073528458544823705,,-0.005968869665092247,-0.009505726482958887,-0.004956720573701667,-0.013889239835278455,-0.0022139948825734557,-0.005681948336322962,0.0,0.0018070060509309815,-0.016806789803363142,-0.0038313776431962987,-0.0028874263186807747,,-0.006729462920860629,-0.0032256614954178087,-0.014910304654931816,0.009615435666948224,,-0.00331856197992908,-0.008592795663325825,-0.004884997249448575,-0.007909029006954449,-0.006600795958781047,,0.002958380740620603,-0.013979505977069318,-0.008695901309146659,0.008604563414397415,0.012552419112254354,,,-0.0059878930486384485,-0.005115134879024152,-0.004587364989702913,-0.0067341402681088125,-0.010135236671361847,-0.0032119876899865396,-0.012631727105162915,-0.004877839119588501,,0.23770098787905158,0.19961313077030196,0.2510279300900016,-0.01117892319777647,3.27,-0.008253859157140164,0.006153846153846176
1237,2004-10-04,0.01259260226653125,,0.00264533659507471,0.02211528266958296,0.008684841148615563,0.022059094891930364,0.012039603678172917,0.017045362752277526,0.015668344055017824,-0.009880675652352844,0.0,0.013035293408858006,-0.002863010040087044,,0.007832915756919245,0.007936513690234737,0.012775203829935133,0.004587309568310216,,0.01258221241848867,0.01362710452967364,0.011628027352432069,0.01822569023026488,0.006514678980409139,,0.027332912508934326,0.0074211009617708434,0.016529113820768826,0.010585455710460101,0.004166532474642937,,,0.00578040279472769,0.02628309512610416,0.0,0.009677496491128812,0.0032892518618778954,0.0010617061088151747,0.014893696405866352,0.007317263982449251,,0.261629656276038,0.2325286111099603,0.2855880762487646,0.0343742361280861,3.23,0.012379267727453902,-0.012232415902140636
1242,2004-10-11,-0.005065120779274235,,0.011473777682745379,0.01179687231100468,-0.011848383692167785,0.003508586921389334,-0.002060752108247188,0.0,0.0,0.0005749370738932225,0.0020964565917873657,0.0018586653445127332,0.0028712304015541257,,0.00727521123108299,0.011181968620737948,0.004460776879338546,-0.013636476948366782,,0.005230156124866658,-0.005096699746842015,-0.0047685290454749785,-0.0037034050126476536,0.012738779659238864,0.002617887770248295,-0.014388461982015488,0.0009098134122023094,0.012396859591441434,-0.01056436362924118,-0.012552332174511127,,,0.0058479175446768394,0.0,0.01315802744024741,0.0032049993160647716,0.003300704428279788,0.00209218196904426,-0.010080580749283752,0.002421409533000185,,0.2472005528357258,0.22769794273501887,0.28095881196707373,0.003987829734440229,3.19,0.004172324023121066,-0.012383900928792602
1247,2004-10-18,0.0,,0.018058903193324483,-0.0036101551640705942,-0.00823518651443833,-0.0027170033710181007,0.01016880754554883,-0.0056496872611579985,0.0,0.00801642413971182,-0.004184045491445465,-0.0019012777033871053,-0.0014314238919607147,,-0.0006621891166052052,0.0,-0.010008372380038044,0.0138887432582524,,0.0010218062770395164,0.0010029562536317815,-0.003469803309276598,-0.010140355579880134,-0.006329021898972775,0.0,0.009090970429947998,-0.0009105432525838841,0.0,0.002494443946397862,-0.008620680390256097,,,0.0,0.0011845539501340596,0.004367079121210038,-0.003215459630612094,-0.0067340745544238745,0.003039770306545009,-0.001988276612673867,0.004807306965972424,,0.2476398038623591,0.22850307485457305,0.2802933529831769,-0.01785924443921383,3.3,-0.015180197521846628,0.034482758620689724
1252,2004-10-25,0.010241399660819717,,-0.02664950652531828,-0.034636031801627665,-0.0060682496335636715,-0.016605233984657297,-0.0026594249629634525,-0.005586641627106759,0.004695111964072796,-0.014574444887970772,-0.016877608590262327,-0.018867934322102098,0.0,,-0.016118157205034844,-0.015822705338709775,-0.019862915334979192,-0.027026915367687088,,-0.031738193337818466,0.0038723165134748605,-0.02864939982780712,-0.020347412190769076,-0.024691220659335822,-0.004950390487746814,-0.011680296383172473,-0.008294677691023433,-0.01229552903221276,-0.002217013793203937,-0.008163171843527994,,,-0.02366904963765415,-0.016355282052455178,-0.012987142265941665,-0.012903251268916338,-0.01999994498968638,0.0010010638988839915,-0.011904812602518189,-0.009456200480300714,,0.24462079292607075,0.024670204013756775,0.9131604704410785,-0.017345196369192073,3.38,0.0004177538901817268,0.024242424242424176
1257,2004-11-01,0.010988757867372412,,0.006965485941091476,0.016919141695394657,0.003541804061373721,0.018796904555003602,0.005079330732305598,0.0054055294042081314,0.0,0.0,0.006410123408846502,0.009363248992688034,0.0,,0.0055825701811711426,0.012288759809232497,0.009061811466348546,-0.013889003226991936,,0.003433093802145404,-0.006529916408744785,0.007565709619477445,0.006265160428648109,0.006230218492006445,0.005319132568085028,0.018276735451790982,0.0018417084241844073,0.00816321334553538,0.0,0.0,,,0.0,0.009576549734126694,0.004237221802201985,0.01302926250864056,0.010067128612496035,0.0030550514571714427,0.03059274824977365,0.18800715988380867,,0.24148210058877007,0.024657276903612243,0.8976324304037977,0.030089628681178038,3.27,0.002421820609425085,-0.032544378698224796
1262,2004-11-08,0.0,,-0.006003253854671486,-0.03241092268559487,0.0011777914244748278,0.0,-0.0006114461106004887,0.005464438079016087,0.0009063401896203249,0.003944683775596536,0.023157929653453202,-0.0018445425245219305,-0.000577356093993564,,0.004697931486294715,-0.014770975127059938,0.0007979451306714402,0.013825001259351044,,-0.014538861271561343,-0.03102834574236024,0.006126337732350828,-0.006265093106936681,0.0397551434478034,0.0026525117532156806,-0.01810335240377392,0.0008992746066247559,-0.011673123347049619,0.0,-0.019455273680993646,,,0.011834150984633807,-0.006841728179662887,-0.004166729742803299,-0.012539059300951005,-0.0032681748882688044,0.01025646382359735,-0.014974992289450761,0.0,,0.23188728147019302,0.024653876688961907,0.8887978100168846,0.01831957145816676,3.03,0.024659465940492398,-0.07339449541284415
1267,2004-11-15,-0.0013906595819418444,,-0.004233507048191143,0.023352686889056784,-0.0047004380824166025,0.010600787771100961,-0.006927038664929275,-0.010810727060806102,0.0,-0.016143377555560057,-0.01239672041509332,0.0,0.0,,0.007260574998176894,0.004470907830738113,-0.007987551056081843,-0.004484286489375711,,-0.0013820146961640578,-0.013966618998639935,0.0013334156029254363,-0.002378560879953917,-0.002915358466574869,0.011810939183001468,-0.00605533251707735,0.005272468413499043,-0.011718903866148156,-0.005703513055248521,0.003921523891782686,-0.0040486574683952226,,-0.005881950813266479,0.015819337209878714,-0.020161285337573,-0.009316769954962778,0.0,0.013658393679266911,-0.00854710996209418,-0.014018485088353683,,0.22935755277812653,0.024656043760875847,0.8904215881129209,0.012933038828179422,3.01,0.013577772524516085,-0.0066006600660065695
1272,2004-11-22,0.002785397046460192,,0.016490935910509874,-0.019917211762365605,0.00473364041847435,-0.007943649059738878,0.00374039712377372,0.0,-0.011063741725875653,-0.00933998260020652,0.016562927888676082,-0.00753298029730709,0.002883542440345277,,-0.002624728219981831,0.0014814995251690721,0.0011036109520659032,-0.0043857827180967535,,0.0,-0.004793672179666086,0.0,-0.005326852140482119,-0.023054830186150177,-0.0012936104735673526,0.004382049537110078,-0.008810618264707859,0.007905181570951658,-0.04142124607802622,0.007905213000796829,-0.008230531756650117,,0.0,-0.004366984343388003,-0.008064390506838492,0.0,0.006430933218271484,0.0009435160554236433,-0.015734134812597556,-0.0024211734706524046,,0.2346566976507511,0.024651371874639443,0.8872674262495132,-0.011993228703411352,3.0,-0.006978724904286082,-0.0033222591362125353
1277,2004-11-29,0.010273837162906307,,-0.009391899332056974,0.005882325758138629,-0.008264527277412337,0.0009204572198273642,-0.011418240166475968,-0.00523541634658331,-0.0034662297087709737,0.011686681243395558,0.008196707463583142,-0.005682122515093924,0.0002830554125654583,,0.00461150673381705,-0.011627716890934225,-0.006362239320794605,-0.0043289867902092105,,0.002766060617351629,0.014844672341578491,-0.006109889077941966,0.000482684567995717,-0.00593484102703612,0.0,0.010810566005272193,0.0018217326073139972,-0.003831707482746305,0.0020871095470929024,-0.01923047569362779,0.004048438483947203,,0.0,-0.007683750161467606,0.0,-0.009009008359991522,0.009091159137831983,-0.0046948904596729735,0.003418687858982139,-0.004796131111551416,,0.23061823042808374,0.024647250832264433,0.8847965604108742,0.0013648903731666717,2.9,0.00032312222722241657,-0.033333333333333326
1282,2004-12-06,-0.010595869907988331,,-0.00755912261870384,-0.002499871334471826,-0.006075356578982616,-0.006305840009522168,-0.0005983423288707934,0.0,0.005132567671666477,0.0,0.003976182244023407,-0.005649709318290119,0.00028305588069899024,,0.0033067956997854253,-0.0058394032828776865,-0.007452445330179414,-0.008968489042644912,,-0.0009403146056425893,0.001817956024479983,-0.006752188586480967,0.004241334765719751,-0.0029323537538833433,-0.013430929555452997,0.014209631546322488,0.000890215222951074,0.0037878989760955495,-0.00424509114576721,-0.011235983036648522,-0.00781257372993649,,0.0,0.0,-0.01185758416946403,-0.006042271329865012,-0.018126761594779883,-0.0055760229524818294,-0.003384212033088696,0.0,,0.23202530817878056,0.024651052547605863,0.8850305504999857,0.008903195870309188,2.93,0.006985083943671588,0.010344827586207028
1287,2004-12-13,0.008831445659774895,,-0.004878177394178729,0.006405208791608219,-0.009685406486047654,0.016216394187619,0.012019187718042668,0.005464438079016087,0.010186708894005969,0.002104445076533512,0.001972406010106287,0.011278389117145737,0.0011389544720559197,,0.003328966492906371,0.010174625696869333,0.00802510551451685,-0.004291907898705927,,0.009306708215528259,0.013344968417982273,0.010818023854650916,0.0190519304993364,0.01169604724509865,0.006281433056674057,0.015831215355525785,0.022202415809217335,-0.0037038105022013657,0.02232668426392559,0.015209190661316319,-0.01176478157806582,,0.0,0.006689005296157902,-0.00396825227845099,0.011905001597167342,0.0030769540812545237,0.0009363886082895956,0.006825863562528678,0.0,,0.23618031524751062,0.02465053778869912,0.8873379334933883,0.010031906637155474,3.0,-0.0050521031983621345,0.023890784982935065
1292,2004-12-20,0.0,,0.013483446141827615,0.011262907388062127,0.002445122503374586,0.005272394736711483,0.006539367683427333,0.00534755220091343,-0.009060927578749989,0.009598037296054684,0.004008055396454768,0.007604587794813877,0.0,,0.005369086786075616,0.003091139237155538,-0.006028999521307421,0.03389816259110123,,0.007678556671657066,0.03540553302330385,0.010928988022528952,-0.008218835382306722,0.0,0.0025124642062881453,0.0178723762275399,0.007846579265304632,0.003816993744856223,-0.0017732043575121592,0.011111063227368989,0.03461532967274539,,0.0,-0.0011174297666366462,0.003921446742719326,0.005970196281749995,0.006135110052387649,0.0018867904005730463,0.0067114896178483985,0.007194196667327235,,0.23053504276358186,0.02464765017151146,0.8873441370898745,0.00893619443337701,2.86,0.0031031041926126157,-0.046666666666666745
1297,2004-12-27,0.0,,0.0008924321102095067,0.011961667342635485,-0.0036586034029505443,0.0,0.008561218232910006,0.0,0.0,0.0,-0.005681700875542539,0.0018725879765508768,0.0002820078962211259,,0.0006631441968079077,0.0,-0.0020126119359961114,0.01694916060805096,,0.012572854918180498,0.017929901317937036,-0.002677397796476355,-0.0009024542519489032,-0.0056496362885023466,0.007407295646086887,-0.002626994282495132,-0.04441242622016872,-0.0037038105022013657,0.017674334421816873,0.0,0.011320760878794633,,-0.005780400433566091,0.0021906233359780813,-0.011538634339929521,0.0,0.003021334675352483,0.001852205726144751,0.017599990413622146,-0.15626012671651657,,0.2149864767895615,0.024647054955587215,0.8712535236178355,0.001494979126706708,2.79,0.008959044211683143,-0.02447552447552437
1302,2005-01-03,0.0,,0.006756705992380541,0.01169140562279014,0.0012254226115617772,0.0,-0.005637363531097006,0.005291185641981944,0.0,0.0,-0.005714254306738109,0.007504817483767967,0.0011331318195768603,,0.01583109239424063,0.005961153718331502,0.006735806548050061,-0.00418384875553568,,0.027839216227345087,0.028481001515966442,0.003357985574568012,0.010782056822993269,-0.0056496362885023466,0.01213588398837362,-0.004424909992477133,-0.04442053504550936,0.01119382709340866,0.017055766207248135,0.025362331660518933,0.02158261390097982,,0.005814007726348214,0.007667093994873975,0.015564378497654685,0.0028902659896135052,0.0060424356399546575,0.004629743304332745,0.015552070926028394,-0.15625484884847884,,0.20257353639436917,0.024654762309176067,0.8566648987923663,0.005126038586114712,2.77,0.0003982085838920568,-0.007168458781361964
