Date,granger
2000-12-28,0.04085365853658537
2000-12-29,0.04207317073170732
2001-01-01,0.04207317073170732
2001-01-02,0.05121951219512195
2001-01-03,0.0475609756097561
2001-01-04,0.05
2001-01-05,0.048170731707317074
2001-01-08,0.0475609756097561
2001-01-09,0.0475609756097561
2001-01-10,0.05
2001-01-11,0.045121951219512194
2001-01-12,0.04695121951219512
2001-01-15,0.04695121951219512
2001-01-16,0.048170731707317074
2001-01-17,0.04878048780487805
2001-01-18,0.046341463414634146
2001-01-19,0.04878048780487805
2001-01-22,0.04573170731707317
2001-01-23,0.04573170731707317
2001-01-24,0.0475609756097561
2001-01-25,0.046341463414634146
2001-01-26,0.04390243902439024
2001-01-29,0.04573170731707317
2001-01-30,0.04390243902439024
2001-01-31,0.04390243902439024
2001-02-01,0.04390243902439024
2001-02-02,0.046341463414634146
2001-02-05,0.042682926829268296
2001-02-06,0.04390243902439024
2001-02-07,0.04390243902439024
2001-02-08,0.04451219512195122
2001-02-09,0.04390243902439024
2001-02-12,0.04451219512195122
2001-02-13,0.042682926829268296
2001-02-14,0.04451219512195122
2001-02-15,0.041463414634146344
2001-02-16,0.042682926829268296
2001-02-19,0.042682926829268296
2001-02-20,0.043292682926829265
2001-02-21,0.042682926829268296
2001-02-22,0.04390243902439024
2001-02-23,0.043292682926829265
2001-02-26,0.03841463414634146
2001-02-27,0.03780487804878049
2001-02-28,0.03719512195121951
2001-03-01,0.03475609756097561
2001-03-02,0.03475609756097561
2001-03-05,0.03414634146341464
2001-03-06,0.03597560975609756
2001-03-07,0.03719512195121951
2001-03-08,0.03597560975609756
2001-03-09,0.03780487804878049
2001-03-12,0.039634146341463415
2001-03-13,0.04024390243902439
2001-03-14,0.04085365853658537
2001-03-15,0.041463414634146344
2001-03-16,0.042682926829268296
2001-03-19,0.04573170731707317
2001-03-20,0.04207317073170732
2001-03-21,0.042682926829268296
2001-03-22,0.03719512195121951
2001-03-23,0.03536585365853658
2001-03-26,0.039634146341463415
2001-03-27,0.04390243902439024
2001-03-28,0.04024390243902439
2001-03-29,0.03841463414634146
2001-03-30,0.03841463414634146
2001-04-02,0.03536585365853658
2001-04-03,0.03475609756097561
2001-04-04,0.03231707317073171
2001-04-05,0.03353658536585366
2001-04-06,0.03231707317073171
2001-04-09,0.03048780487804878
2001-04-10,0.03536585365853658
2001-04-11,0.03597560975609756
2001-04-12,0.03780487804878049
2001-04-13,0.03780487804878049
2001-04-16,0.03231707317073171
2001-04-17,0.03231707317073171
2001-04-18,0.03353658536585366
2001-04-19,0.03597560975609756
2001-04-20,0.036585365853658534
2001-04-23,0.03536585365853658
2001-04-24,0.03414634146341464
2001-04-25,0.03414634146341464
2001-04-26,0.03353658536585366
2001-04-27,0.032926829268292684
2001-04-30,0.03475609756097561
2001-05-01,0.03353658536585366
2001-05-02,0.03353658536585366
2001-05-03,0.03414634146341464
2001-05-04,0.032926829268292684
2001-05-07,0.03353658536585366
2001-05-08,0.03353658536585366
2001-05-09,0.03353658536585366
2001-05-10,0.032926829268292684
2001-05-11,0.03475609756097561
2001-05-14,0.03414634146341464
2001-05-15,0.03414634146341464
2001-05-16,0.03536585365853658
2001-05-17,0.036585365853658534
2001-05-18,0.03597560975609756
2001-05-21,0.03475609756097561
2001-05-22,0.036585365853658534
2001-05-23,0.03475609756097561
2001-05-24,0.03475609756097561
2001-05-25,0.03536585365853658
2001-05-28,0.03536585365853658
2001-05-29,0.03536585365853658
2001-05-30,0.03475609756097561
2001-05-31,0.03536585365853658
2001-06-01,0.03475609756097561
2001-06-04,0.03414634146341464
2001-06-05,0.036585365853658534
2001-06-06,0.03719512195121951
2001-06-07,0.036585365853658534
2001-06-08,0.036585365853658534
2001-06-11,0.03414634146341464
2001-06-12,0.03597560975609756
2001-06-13,0.036585365853658534
2001-06-14,0.03597560975609756
2001-06-15,0.036585365853658534
2001-06-18,0.03597560975609756
2001-06-19,0.03353658536585366
2001-06-20,0.03231707317073171
2001-06-21,0.03475609756097561
2001-06-22,0.03536585365853658
2001-06-25,0.03536585365853658
2001-06-26,0.03353658536585366
2001-06-27,0.03414634146341464
2001-06-28,0.03414634146341464
2001-06-29,0.03536585365853658
2001-07-02,0.03536585365853658
2001-07-03,0.03536585365853658
2001-07-04,0.03536585365853658
2001-07-05,0.03536585365853658
2001-07-06,0.03719512195121951
2001-07-09,0.03841463414634146
2001-07-10,0.03780487804878049
2001-07-11,0.03841463414634146
2001-07-12,0.03719512195121951
2001-07-13,0.03841463414634146
2001-07-16,0.03780487804878049
2001-07-17,0.036585365853658534
2001-07-18,0.03719512195121951
2001-07-19,0.03475609756097561
2001-07-20,0.03170731707317073
2001-07-23,0.03170731707317073
2001-07-24,0.03170731707317073
2001-07-25,0.032926829268292684
2001-07-26,0.02926829268292683
2001-07-27,0.029878048780487804
2001-07-30,0.029878048780487804
2001-07-31,0.03170731707317073
2001-08-01,0.03170731707317073
2001-08-02,0.03231707317073171
2001-08-03,0.03231707317073171
2001-08-06,0.03231707317073171
2001-08-07,0.03231707317073171
2001-08-08,0.03170731707317073
2001-08-09,0.032926829268292684
2001-08-10,0.03231707317073171
2001-08-13,0.03048780487804878
2001-08-14,0.031097560975609756
2001-08-15,0.031097560975609756
2001-08-16,0.03597560975609756
2001-08-17,0.03231707317073171
2001-08-20,0.03719512195121951
2001-08-21,0.03597560975609756
2001-08-22,0.03475609756097561
2001-08-23,0.03536585365853658
2001-08-24,0.03536585365853658
2001-08-27,0.03353658536585366
2001-08-28,0.032926829268292684
2001-08-29,0.03231707317073171
